CVE-1999-0731;04906bd5de2f220bf100b605dad37b4a1d9a91a6;kscreensaver/saver.cpp;1999-06-24 11:38:11+00:00;1999-06-23T04:00Z
CVE-2002-2443;cf1a0c411b2668c57c41e9c4efd15ba17b6b322c;src/kadmin/server/schpw.c;2013-05-13 12:46:34-04:00;2013-05-29T14:29Z
CVE-2006-5331;6c4841c2b6c32a134f9f36e5e08857138cc12b10;arch/powerpc/kernel/traps.c;2006-10-16 15:53:30+10:00;2017-10-29T06:29Z
CVE-2007-6761;0b29669c065f60501e7289e1950fa2a618962358;drivers/media/video/videobuf-vmalloc.c;2007-12-11 18:08:22-02:00;2017-04-24T06:59Z
CVE-2007-6762;2a2f11c227bdf292b3a2900ad04139d301b56ac4;net/netlabel/netlabel_cipso_v4.c;2007-01-09 00:30:01-08:00;2019-07-27T22:15Z
CVE-2008-7050;7dd6367ae85003dd5d715431b6ab695f2c2f200a;auth/auth_phpbb3.php;2008-10-13 16:26:19-05:00;2009-08-24T10:30Z
CVE-2008-7316;124d3b7041f9a0ca7c43a6293e1cae4576c32fd5;mm/filemap.c;2008-02-03 07:55:39+11:00;2016-05-02T10:59Z
CVE-2009-1194;4de30e5500eaeb49f4bf0b7a07f718e149a2ed5e;pango/glyphstring.c;2009-03-02 11:48:52+03:18;2009-05-11T15:30Z
CVE-2010-1630;4ea3402f9363c9259881bc8ea6ce7fc6cb212657;phpBB/posting.php;2009-04-30 08:15:32+00:00;2010-05-19T22:30Z
CVE-2010-2809;9cc39cb5c9396be013b5dc2ba7e4b3eaa647e975;examples/config/config;2010-08-05 13:12:27+02:00;2010-08-19T22:00Z
CVE-2010-3260;aba6681660f65af7f1676434da68c10298c30200;src/java/org/orbeon/oxf/xml/xerces/XercesSAXParserFactoryImpl.java;2010-12-03 16:35:02-08:00;2011-04-27T00:55Z
CVE-2010-4250;a2ae4cc9a16e211c8a128ba10d22a85431f093ab;fs/notify/inotify/inotify_user.c;2010-12-07 16:14:22-05:00;2012-06-21T23:55Z
CVE-2010-4648;0a54917c3fc295cb61f3fb52373c173fd3b69f48;drivers/net/wireless/orinoco/wext.c;2010-12-08 15:24:06-05:00;2012-06-21T23:55Z
CVE-2010-4650;7572777eef78ebdee1ecb7c258c0ef94d35bad16;fs/fuse/file.c;2010-11-30 16:39:27+01:00;2012-06-21T23:55Z
CVE-2010-4802;aa7c8da54b1ebd4ccb64aa66dede7b7cdb381c44;lib/Mojo/Commands.pm;2010-08-17 15:56:41+02:00;2011-05-03T00:55Z
CVE-2010-5312;7e9060c109b928769a664dbcc2c17bd21231b6f3;ui/jquery.ui.dialog.js;2012-11-26 10:28:25+01:00;2014-11-24T16:59Z
CVE-2010-5313;fc3a9157d3148ab91039c75423da8ef97be3e105;arch/x86/kvm/x86.c;2011-01-12 11:30:07+02:00;2014-11-30T01:59Z
CVE-2010-5328;f106eee10038c2ee5b6056aaf3f6d5229be6dcdd;kernel/fork.c;2010-05-27 09:12:52-07:00;2017-02-06T06:59Z
CVE-2010-5329;fc0a80798576f80ca10b3f6c9c7097f12fd1d64e;drivers/media/video/v4l2-ioctl.c;2011-03-21 20:32:41-03:00;2017-04-24T06:59Z
CVE-2010-5332;0926f91083f34d047abc74f1ca4fa6a9c161f7db;drivers/net/mlx4/port.c;2010-10-25 12:14:11-07:00;2019-07-27T22:15Z
CVE-2011-0006;867c20265459d30a01b021a9c1e81fb4c5832aa9;security/integrity/ima/ima_policy.c;2011-01-03 16:36:33-08:00;2012-06-21T23:55Z
CVE-2011-0469;23c8d21c75242999e29379e6ca8418a14c8725c6;src/backend/bs_srcserver;2011-03-14 11:27:26+01:00;2017-08-17T16:29Z
CVE-2011-0530;3ef52043861ab16352d49af89e048ba6339d6df8;nbd-server.c;2011-01-27 22:32:53+01:00;2011-02-22T19:00Z
CVE-2011-0716;6b0d6a9b4296fa16a28d10d416db7a770fc03287;net/bridge/br_multicast.c;2011-02-11 21:59:37-08:00;2012-06-21T23:55Z
CVE-2011-0992;722f9890f09aadfc37ae479e7d946d5fc5ef7b91;mono/metadata/threads.c;2011-04-06 13:27:40-04:00;2011-04-13T21:55Z
CVE-2011-1008;2338cd19ed7a7f4c1e94f639ab2789d6586d01f3;lib/RT/Scrips_Overlay.pm;2010-05-13 20:28:35+08:00;2011-02-28T16:00Z
CVE-2011-1078;c4c896e1471aec3b004a693c689f60be3b17ac86;net/bluetooth/sco.c;2011-02-14 12:51:40-02:00;2012-06-21T23:55Z
CVE-2011-1079;43629f8f5ea32a998d06d1bb41eefa0e821ff573;net/bluetooth/bnep/sock.c;2011-02-14 12:51:33-02:00;2012-06-21T23:55Z
CVE-2011-1080;d846f71195d57b0bbb143382647c2c6638b04c5a;net/bridge/netfilter/ebtables.c;2011-02-14 16:49:23+01:00;2012-06-21T23:55Z
CVE-2011-1160;1309d7afbed112f0e8e90be9af975550caa0076b;drivers/char/tpm/tpm.c;2011-03-29 09:45:34-07:00;2012-06-21T23:55Z
CVE-2011-1180;d370af0ef7951188daeb15bae75db7ba57c67846;net/irda/iriap.c;2011-03-27 17:59:02-07:00;2013-06-08T13:05Z
CVE-2011-1182;da48524eb20662618854bb3df2db01fc65f3070c;kernel/signal.c;2011-03-21 14:23:43-07:00;2013-03-01T12:37Z
CVE-2011-1477;4d00135a680727f6c3be78f8befaac009030e4df;sound/oss/opl3.c;2011-03-23 22:48:13+01:00;2012-06-21T23:55Z
CVE-2011-1493;be20250c13f88375345ad99950190685eda51eb8;net/rose/rose_subr.c;2011-03-27 17:59:03-07:00;2012-06-21T23:55Z
CVE-2011-1575;65c4d4ad331e94661de763e9b5304d28698999c4;src/ftp_parser.c;2011-03-07 23:50:46+01:00;2011-05-23T22:55Z
CVE-2011-1588;03dd312e157d4fa8a11d5fa402706ae5b05806fa;thunar/thunar-transfer-job.c;2011-04-15 14:10:58+02:00;2019-11-14T02:15Z
CVE-2011-1759;0f22072ab50cac7983f9660d33974b45184da4f9;arch/arm/kernel/sys_oabi-compat.c;2011-04-29 15:53:14+01:00;2012-06-13T10:24Z
CVE-2011-1767;c2892f02712e9516d72841d5c019ed6916329794;net/ipv4/ip_gre.c;2010-02-16 14:55:21-08:00;2012-06-13T10:24Z
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;fs/ecryptfs/main.c;2011-08-09 23:29:01-05:00;2012-10-03T11:02Z
CVE-2011-1927;64f3b9e203bd06855072e295557dca1485a2ecba;net/ipv4/ip_fragment.c;2011-05-04 14:04:07-07:00;2012-06-13T10:24Z
CVE-2011-1937;46e3d3ad195dcdc1af1795c96b6e0dc778fb6881;useradmin/user-lib.pl;2011-04-23 18:03:29-07:00;2011-05-31T20:55Z
